antigen,trav_1,trav_2,trav_3,trav_4,trav_5,trav_6,trav_7,trav_8,trav_9,trav_10,trav_11,trav_12,trav_13,trav_14,trav_15,trav_16,trav_17,trav_18,trav_19,trav_20,trav_21,trav_22,trav_23,trav_24,trav_25,trav_26,trav_27,trav_28,trav_29,trav_30,trav_31,trav_32,trav_33,trav_34,trav_35,trav_36,trav_37,trav_38,trav_39,trav_40,trav_41,trav_42,trav_43,trav_44,trav_45,trav_46,trav_47,trav_48,trav_49,trav_50,trav_51,trav_52,trav_53,trav_54,trav_55,trav_56,trav_57,trav_58,trav_59,trav_60,trav_61,trav_62,trav_63,trav_64
MSP8,20560.3701609675,42213.5462957757,19579.4831350465,36671.5459226677,2199.6482685034,54482.5786483932,4492.19286380151,56584.0204024847,52221.9370470652,39576.4318863394,192209.159695822,81433.8805121329,64018.9315527926,10152.4513101426,18783.5666423648,6695.18848950006,35547.1876440161,116048.350611878,8494.62055463416,126391.852002025,57931.9270858598,5708.02651978474,133073.251247929,38558.4353310451,24976.2779236047,53886.7531169941,5653.81513065254,56227.6971463559,4977.70069325944,6761.55423120267,21078.6742203149,231038.990793102,141468.174635244,50662.7459008109,9348.38040498613,12529.934042532,169385.874057673,60081.8383529044,119617.266063996,90775.6453095031,138133.398872857,4865.73524298471,35159.2134611995,44373.4864900482,135383.954399492,87356.3913487552,50126.6649962709,61981.9149404206,9850.33173434706,29561.812936277,2001.4795859028,5753.19120027339,107198.600593328,2968.43492493259,1908.06459277799,3550.77964133641,17195.1589157968,18725.9754135762,131140.096989193,127648.212205338,73656.4579644527,6797.61944745183,64139.059096481,5186.79626389997
MSP9,1719.841692587,66003.5944192925,877.85529226460994,1484.76612129896,1252.72914986256,27509.8956088323,1150.98941897475,936.928215738439,3332.34232565438,3004.95701459823,27992.3389901139,1921.744898795,2255.17511728686,2908.136216197,1861.00984101498,3358.28471163003,5741.79269484542,3640.92008326235,3371.83233743433,527.503716532817,972.07660626467,1084.40601892102,5709.40819895046,1374.84680250522,17207.0704118757,30301.1538523337,1578.31374690991,872.016615062837,2784.53520508705,4296.57499718317,62186.0626264826,2115.84564375221,13485.9541435171,724.347994150037,3374.76097485711,874.129504242459,6580.44374819232,8602.48287674715,83359.0730480374,3392.21608299702,46076.369125574,1452.89868487993,17515.4742134727,2574.7881451081,4343.511094951,2700.41388254375,2497.1345363047,1272.04580016013,846.639361279091,2385.18655025238,753.650827786569,7630.04335968512,951.873083210919,1428.00014522682,820.027336766263,1316.95479156408,2356.57323604969,7117.18773146714,8531.2617735675,4894.55118962491,1780.05649225779,1109.95819624662,23092.9035013318,1378.99835620595
MSPDBL2_C_terminal,10069.5835732856,32811.7571477727,4433.47155926629,6867.05575728811,3870.01665636031,16515.8715980444,7078.5319990856,5463.18826735821,27152.1771351809,14092.2291255049,15092.4551482603,12616.8170875959,31772.2898613809,9881.82046350674,64658.6473585714,15069.3263107103,22128.364629254,8992.15147492095,34895.2921060834,18036.9576416543,2680.63256092189,9501.21256264663,15533.643419336,22773.5287437489,12141.7012521712,28585.5090625431,8781.99863059847,6480.16504861878,19003.5141157638,18603.175570607,8377.89501460026,6649.42271287999,11749.546431937,10100.0529602291,10697.4046786847,17372.7178178695,6088.35715705571,15514.6616611438,11780.1424025553,17724.7536177691,18030.1931172431,6989.01542090101,10847.0977468209,8339.60449619341,10143.1813315408,12086.9480410698,5968.07066892456,5615.65875997955,5428.70957849213,4955.43379645664,3593.26710831402,7702.32257482616,3478.51879064698,4709.51989095696,3175.76324878582,4724.55619353047,15744.9199990112,11298.3257549452,13541.7775063338,13562.6758916148,5268.66979283296,8865.92700665115,29978.6517374404,9360.48630127144
MSPDBL2_N_terminal,9245.31648573534,42507.4197025729,50218.2773766415,42474.5566477387,4992.80203537348,19187.906959339,7125.03171499506,33550.5489372969,41154.2095260294,20952.898490617,55028.9092701632,16069.9003804484,35853.2323030431,11798.544810406,13622.530466199,13539.7857109244,45155.7965890082,15676.6641998268,55563.8990451221,10065.4578386514,8265.01887091878,9559.43972768379,16348.521927037,26373.4987534883,53815.4030781661,71767.4622153418,11024.8649972241,11542.7655320918,21108.7689542584,34909.778266357,30831.1374623218,51291.8087593468,12889.5964708229,48671.035589126,11501.0971488677,12184.2592304216,10563.457372234,20585.489593226,18233.0302134059,35001.1154751446,66120.7541999323,11365.2314299628,25428.5485326691,32377.9240976949,21567.7884085062,25089.5671396088,40216.920980955,5820.12613737703,17739.3817202684,9587.96024673393,4350.14969364086,11350.7361080953,5045.51606096142,5209.46618061793,4677.40365089816,6590.28805413465,52087.6200700577,14173.3673847588,22142.7498564044,24342.8972295911,75392.860811797,9827.23905605647,104713.360368142,7037.7084071155
MSPDBL_C_terminal,18228.5791736661,15558.8704940425,14068.9523996893,9381.12574995163,6193.79718172515,11711.7472706514,6988.95533631463,24011.7202294134,21076.3675970699,15311.9916671402,55224.3417412165,11141.6771071025,27948.0191801778,14904.3381787706,11427.867462993,12013.3163413113,29846.1798498731,8807.61215092245,13492.5007387696,5069.99466262209,39791.8246304531,8764.08057877085,11284.1799407567,14673.3476626769,12103.4457879841,58047.6695162712,9098.37755823764,108824.565798068,8718.62668902132,7163.27045072615,7387.16569722831,194711.072619395,12834.934714417,52066.0000800356,9320.62010660442,12758.1454583795,120597.899454577,24915.4502436861,14078.1592249363,21432.205425694,28126.7427264078,6988.53812547623,14822.627803737,61282.4376038146,14874.076637414,62706.1736709346,13479.0412579725,36573.4101804021,3308.85005787485,7849.97363589106,4263.52727997068,15196.1031194212,76438.6293662022,5555.2368644154,4500.86797519,10510.4550204438,31127.8351056145,36763.3936652086,55830.6140493275,57274.683488124,7449.82836083598,8624.14536840768,36141.3450521618,5315.41173192214
MSPDBL_N_terminal,2020.12460286214,5771.24922123956,1478.93901831823,1677.39105698143,944.766256044242,25278.60920688,1166.06889793718,2404.68922003039,5378.83822629301,4229.62196104517,2161.61068044341,2697.60608886332,47313.4184449054,2162.95153157095,7127.94143950326,2228.90967277599,3216.01239349126,3063.02899345149,2379.41076948703,1445.65046808039,5037.8970719291,1441.34253790189,3890.12259645362,3514.98141231525,3790.28757469765,27908.7799983268,1529.39927825521,1569.68293026464,12879.2601344221,1285.91692776114,6270.09050940154,1611.04957194035,2136.19493864563,12906.241761721,1692.94858614184,893.73698130286,16375.6012136718,6710.58905506191,8721.08236151221,5866.99951070576,4298.62719073121,14027.9813376783,4794.2717354579,3145.0062833502,5236.93603824759,4682.3851670318,1777.45723720507,829.729813061476,1944.93084710736,3252.71848211109,1391.14171535911,1756.93173571314,1309.10083248446,2575.28452615663,1711.14701874466,2396.8718531715,19323.5793908329,7218.92150785429,7598.27545563331,5113.12894115918,2970.39340065466,2273.08136727766,21965.1173315348,1905.16047871131
MSRP1,72354.5862548757,6441002.07400702,5642915.92916941,41552.585058711,374622.785662241,59680.8660313098,254743.925535324,497654.061590048,12172454.9026865,1455560.61101487,12283.2324506944,7330.1727799764,426.826883465164,82057.1253485612,38872902.7214205,366306.333157634,1886953.2716967,655359.912701676,5406244.08330188,299726.750931421,764215.515846869,1202028.18168259,6873673.43307339,77051.3502433568,37375.1052297405,6968871.66439261,508.918359369438,89920.6174153826,36015.6641353722,1775492.76711883,62387.3269658564,4686.47193180047,3241977.52975382,7848739.59322752,697562.394550656,5235115.84951298,1016671.28844752,6297040.10843251,10024598.0674189,3374767.91735716,1069510.69682505,18881.2345706508,35026.1191017317,35886796.2004278,601492.793819414,16833360.7975633,147123.721794784,72488.3373557648,983241.94172995,38466616.4508168,183660.909159879,3109247.12041466,112282.664146359,365954.091152263,285195.086276758,278239.243021987,4392.01812407864,163.19754313703,1068548.52254863,781544.084073015,467058.192786945,25184.3066038563,73174581.6178526,212765.696620251
MSRP2,5350.4916392838,9690.17597293502,37156.984802973,30840.7355819019,26699.5422592714,15681.6381471611,17943.99728023,25115.4694269845,54851.7076116334,30309.6507874578,11166.8072493538,16673.5438249352,12954.7882889357,19416.023701656,23744.3642123151,12308.284634135,8160.20929446675,17107.7154159941,23505.2368312833,8281.17816116106,12401.5033868551,21409.6024142372,20740.7147136789,4819.09108662542,12677.5571186154,30787.2563642535,10147.7644530678,16097.1445523185,7435.47760460298,12015.4946177187,29964.5025931548,91743.743965892,16862.4413862428,20448.9884592843,8243.55689675585,18455.0680218944,21867.8127703383,44755.9867753115,9887.804164597,14430.3865358573,25341.8874980256,10646.2019331638,10916.3666495176,42981.1490882549,9059.33738844205,24913.2214363371,5133.99843160944,4731.72057900383,13700.5030791932,12856.0452746047,15585.5853652534,8857.87115359718,8974.6942935604,17501.4236148729,14358.5628281892,13381.6368408784,6401.28828726288,12351.5383468182,14929.2518139571,13583.750610039,47949.4029178816,5549.93045879914,21980.097135037,8626.07640545283
MSRP3,689.998360588337,2888.78782378398,853.498943097781,1602.16237277642,1174.6166825852,12427.0897029104,1200.40784443434,796.60521972243,3412.93300443679,3184.18330673729,1381.69287567472,2128.46857440231,3149.55359654404,2875.89302296132,1624.58411907149,2988.54298499783,1870.10620447583,2544.07208662025,1651.60753564327,5058.25058458966,1009.6728625338,913.743401818089,2764.02478699009,894.221379392238,6425.62760998933,4948.84185207945,1321.08591165643,795.246154183849,891.372254592063,954.371134617984,764.67160734215,843.479714181717,1503.44546120572,2072.64704868453,708.75263603863,1148.59533612459,721.782313196005,2215.98579030768,4763.30471400812,1050.05898720079,1313.9144173794,1283.38342877886,2515.7621003064,2212.88879300894,1466.54166845999,1618.69858378491,930.694739690672,851.821961408574,765.612683158271,1376.45235487379,827.606902098748,740.724834037921,747.786675397889,945.613126364404,773.984430948819,1180.72156071569,1302.85308650097,3773.18282183822,5217.2994796131,3782.03922454709,1635.30558211525,1061.59966030346,21511.9715033922,829.381947215866
MSRP4,22412.6244211529,66078.7542642352,31857.0698707269,30330.958137204,4569.32782208193,178868.377345397,97610.1418268914,34032.7974470545,62469.9245280416,57164.8982733077,39697.6002116888,15292.0668833802,67520.4954299027,32472.0187983373,96404.8871143306,25018.8453513813,37388.2820463731,33487.2148210381,35880.4464990668,53956.3039401194,3259.08008100234,21790.1485533033,107521.245326669,91319.8826474658,127488.112353691,109398.248207347,21339.6324891103,14357.3451991637,44012.0848924488,18974.745688889,69215.6852004374,68755.6621888072,69110.5561816624,72827.9445425025,43240.6088621767,48135.4399166393,150781.46781203,37720.4617331943,152248.551294476,49720.1396114871,83043.9178148951,57554.8356916706,72723.2255424779,20804.4685458036,72924.9636942591,20617.8948158491,148574.078639493,15651.6291962751,27768.847914464,53381.1436885861,3540.48453379362,28629.2776253636,11023.7204740546,6837.71572074606,3996.63053308423,5357.97736852186,52146.9756224934,28042.3937394062,34055.5993104641,29325.1334519761,60085.9898180296,24172.6394133474,100608.604963907,17281.4366535118
MSRP5,344.035158511243,1297.33531479309,1394.67984576296,1014.62345694186,1703.53189448864,1233.85948384102,1213.9700904836,1283.27830264549,1581.30426193299,1565.95176643912,927.93184972949,1023.1790421653,487.672882115323,1197.80210733037,1350.90426489823,1531.53954067921,907.385270049793,1210.00153513615,938.262129243064,727.767241126324,961.344310221324,1267.41735631172,1858.26651600816,604.72247497705,780.480884980687,1847.09533008785,725.17292839475,663.993751568474,280.807010761334,1409.38978725469,824.863140759965,1462.24876443806,1191.705905208,561.630352129051,1082.81000107227,884.34379555545,1407.22284056219,1618.20866900974,807.356969776273,868.044121978555,1965.3300275838,3118.09430372189,7123.56055259132,6402.14603901025,2465.73802879723,6666.97526262865,2139.08823785546,1974.57274766216,3362.60749162365,5304.13816605458,1052.14216495629,6351.76272385673,2184.28969429267,4315.61999208702,2768.83559929207,2977.68730973382,1565.69804443623,3622.57899857156,3279.67206592942,2711.30721092778,6364.42723008855,1002.6897507464,8167.74563305384,1562.17480045492
MTRAP,16643.743487127,5081.41851911493,885.256329486043,6984.43122422166,1642.87106779443,26746.0976620567,925.056277893923,3228.35221244837,2065.02509302661,2251.59283062722,795.183837568344,724.014694783294,2373.7285485334,1750.73724944287,12361.8501741957,2422.94776026978,5163.63001283014,5164.70073847382,2275.73188606422,2115.25131553063,1413.79307698637,1472.47190322092,3891.56238517927,13559.0953077212,2586.58677512532,12831.8361201178,3270.42818728343,1228.77722285187,2320.53427538439,1054.47894778708,816.23348008411,1251.73363106292,2863.18455913807,971.657859285388,3253.90331227188,2100.3573565019,3936.51449117897,1687.90975274615,1891.51844063895,1601.36185039958,5978.49186956804,5448.65193696135,10092.9658840923,825.418553870481,5204.92462526195,11670.4885489442,1401.53575499486,412.990014136988,1502.68149499466,5008.11755750163,1082.94773745401,1493.16605450068,2020.29047295558,1149.91374188593,1511.43206782966,2152.89479861337,6190.85627953844,2429.81596256094,4722.04999293523,3465.04978884305,2488.40730793791,3382.96701122105,4549.78870477883,3788.06109641014
P12,677.453425316471,1286.51016091705,843.941854052803,876.298429388354,814.757561301772,1556.30429538747,581.533555744904,598.062528152888,2354.10504219049,1670.1788792041,1586.74836605887,1450.78950286786,1244.0242850164,1917.82432852839,1282.65826877222,1837.62969928029,1187.26255220858,1573.23207381651,4581.47261270559,318.338403193361,433.707581454893,783.873954517243,6691.9503719288,652.191407922387,1293.79051224053,4969.71947105544,1400.45707648155,1370.17142679405,578.904540946836,742.719401040259,1190.43896745381,865.015338464614,2953.26134648976,1889.68436081888,1175.30175031495,3155.76074134489,883.342315853125,1157.00206112837,2207.58191450685,1325.77065025353,2507.44375897901,1379.51011551338,2947.87811244745,1987.42801217763,2068.80626825378,2304.75358987644,967.591296400446,979.512367770878,728.351626817527,14664.4268026545,808.589769197186,2060.39454881893,689.125160402861,1038.91357347169,751.794831469838,1451.86151587738,2144.11920545769,3631.81927838032,4102.32437864513,2681.47106918859,1261.07889961228,847.724569670368,12303.4109009308,1203.47783401574
P34,222.473112588938,408.629939760702,347.861431945182,618.133574626367,590.977166199215,1454.5698848219,378.978651095924,509.212766261146,1040.39715471473,468.845421982876,754.689776906198,956.780167584132,577.809135484825,902.292794259403,902.224467440192,1195.58613612442,655.367186520658,576.058561937853,454.937527126583,318.370578074361,432.287355974257,524.6897712369,950.806597956766,387.171443605796,342.294834282174,1411.23958949032,394.042585075702,396.121666211353,133.620490261021,768.455207176161,327.116845598624,373.518515991998,292.661260993622,400.790676761391,404.678123691886,293.725479275964,365.670575073911,583.914641475684,572.2764864247,458.542682962561,984.694903704683,808.538882942845,1916.30281768177,827.746970824644,712.454761922167,942.009884542127,380.424487487388,489.288950537589,375.745544810935,1088.62194639955,367.7002565557,844.128000064787,361.900375909283,749.357648949028,488.899033006969,508.466079375217,877.235461699973,1205.28112074424,1273.42086207006,922.284224077365,394.3132185256,344.670181035984,2005.39806140955,336.358970271659
P38,19911.6973928824,4343.41801590889,1434.95468395247,1715.09575845394,1109.98543910941,7151.18213336348,1182.32971908083,1325.21803847435,7278.63009045051,12574.6192933572,8378.28928101451,1832.08126649984,10542.8093996277,2266.72211390884,5892.36578149617,2817.76598766445,5285.99862736881,2721.09803262702,3542.9396158803,881.926380592154,756.798854232283,3007.57536175034,14641.3496582517,5058.9776026397,10688.5260820443,15022.4010848844,2115.89735023143,1531.86080709489,1097.84612983686,3135.87560860948,4399.39935469977,1190.90421640968,6872.22376836051,1648.98616950778,4143.62022779657,3299.37818356188,6377.15849893275,4218.32467654766,2950.49506844243,10296.1324604088,12753.2779748833,1782.1096897196,6724.21879135565,2798.63213111433,10660.1090185155,8274.4814175042,2374.6124198257,1174.2181659248,3336.75506970642,20942.4087132166,1121.66866247381,7096.63295120709,1218.5071810641,1719.41692907277,1277.58199428424,3085.35631207091,13013.6721949335,7033.64891817527,8211.31878012292,5261.87162492845,1332.62510192169,2642.56729804082,6333.99838781893,2677.27932265692
P41,1450.15781422312,1652.85344905412,461.144710671755,604.773928145734,516.535312074507,1950.27415989695,459.872759219057,441.972514118946,701.965196400524,1854.96559197387,1045.99249532732,988.312946374461,1258.33347829693,2402.33710546014,1334.28977731614,1349.51659146965,1806.75171923603,1102.38350860129,960.438930182412,191.821349052618,352.696504859536,581.591549421023,1803.54108739877,726.177928892489,1758.5944886531,3348.53905589973,731.77337778973,379.992063523338,475.758014334111,865.487123370296,1159.56802509774,362.746869866925,1739.3915218536,1344.19008292449,459.735697595052,293.001829422208,221.331431188509,903.053080112979,3518.20260578768,1435.11643487092,2320.90692803546,1010.15256442399,4423.40940037908,1849.02765288493,18024.1431023139,1890.16502570724,582.400605247066,618.86012045857,384.047394680666,3651.79919921938,298.792189694708,1607.9359356061,377.132459688495,1015.03225613054,616.600748913942,622.374373702375,1528.19506232072,3544.68308967952,3423.71399817635,2539.97546128734,1340.83673386914,710.554103415231,13162.386120107,5898.27620952886
PF10_0166,58091.6043354877,11464.0578793654,12843.3643190542,19312.9282981808,3303.36492729401,65985.2999353242,9578.52621682447,10461.6527394003,42198.4164638843,14751.8176263995,18797.865391102,7112.92404043271,19237.7028123918,9015.96810624869,8603.38613093876,9746.87059484268,14878.3447123378,19337.4130449108,22363.7322818801,19372.1674926779,2777.83898175661,7160.37327690103,13797.9940079947,22122.4907468145,48482.9227047038,48338.6321170385,7503.62766575252,23028.4107592841,16124.5567543741,7143.66059090957,5296.88103489664,55555.674745229,6866.60310800359,87598.1814502779,52793.3349492847,12266.8685096629,12919.3692598186,53280.9270035496,34275.8710118244,19965.7013972119,49762.5004126103,15510.8320215384,34274.736171139,43352.4207404284,23686.7903175666,17341.3916702691,27547.0529626424,6538.83180292367,9621.23831847691,14221.0742950635,3324.54495612886,16611.1556503137,20450.8957674704,4248.96388376949,3179.67851048013,5571.72985709675,13466.9303976384,13066.1865388509,18975.6548100896,18316.8958463725,23497.1603265694,8029.73475703627,34682.0019034173,5957.04637838138
PF113,7015.5232822323,95980.0977702371,3967.68165998241,7105.76718469408,3471.22221519384,147041.947097969,5694.61409987799,5377.50131885539,10054.2597441318,30952.3002485669,14203.9627798862,5140.87854619699,45971.6215354821,8580.9701090418,21219.8535228253,10174.5621879033,13035.0988874321,17470.6587512649,10201.0253341631,10253.1816570527,6506.60991237977,5968.03303576726,39120.5109257342,19609.8833845703,48704.0704861987,97278.9834986908,6324.61311478844,8699.49195820695,10253.3044808753,12690.9630337083,39791.2819634139,11738.2841558441,60445.155370323,12166.0166688589,8645.49705061484,5729.25467975595,14644.231014027,20758.0973387851,138989.910955499,17995.5163926642,83123.7722164029,20835.9796043785,29721.8041397472,28250.552047475,37102.9052035832,36861.3173420323,23164.421050509,4442.57428881086,9133.94689680881,25460.1444231203,3445.54297496797,32226.0517640219,7443.98489974473,3620.21178185296,4057.39070980408,7235.16246962969,20761.3836671711,13712.652267052,21347.0704866676,22941.2332834021,2862.37570579074,7143.51111273876,44919.7643871515,10192.7591236769
PF13_0125,152.011774011001,317.369182393508,219.050313951155,588.870004947426,418.163053085043,568.746251530101,267.465190232214,284.46550313523,706.312150560099,717.961142867848,499.220717867578,502.116374654541,295.470030692064,632.040313231004,570.031505564789,570.388850738656,444.632372229416,496.506039105256,324.906826788019,197.751974627185,335.0750984092,263.803196507686,684.688212043482,256.273439407174,216.556562547303,348.891326772115,189.791772311161,138.699200733891,73.8681369751723,124.535242478547,114.99310873552,228.599638141561,271.577177764802,158.577572883587,188.957819950072,164.70679249662,146.052794150842,131.825490112884,139.729983508384,100.836513731991,228.639453664987,496.17105043845,1464.62102832232,708.730628469564,385.542849207844,632.135321901663,246.274108639089,320.4378028043,218.154289709716,639.387780663467,277.638432252435,338.958543532437,228.323890320314,328.332624804414,240.20147260318,354.685366352358,281.606517611115,572.391530258946,710.223419567197,507.902199572911,141.229495568902,123.104326218606,1808.91183952143,80.1715746067382
PF1400044,2262.55544664797,4694.96414591564,2291.43112053739,1726.68143741127,1417.08059890571,6897.88470122854,1600.37268867544,971.669780216259,5924.0539264481,2971.56471554905,4334.25852326589,2278.6243836054,11875.9978562008,3545.33861219371,2896.68822823075,2866.62314814688,6085.14669394953,3764.57150699192,5920.24588526194,919.045816527522,667.055208776025,1930.66574104173,4370.39686406866,1428.29777071102,5531.5434269618,6090.54114091035,1886.00043627678,2366.76965245109,1565.02516467176,6411.60090467503,5582.20801453003,2030.81534988801,2989.70066972652,1281.69803952462,4609.06744647531,2537.78498814184,1742.52305349054,4728.70770830616,12251.7797921756,3826.18326902642,8881.00643598989,1761.91005499221,18145.5627261138,8635.63424542419,4467.92898504119,3415.20128389943,1184.64752180339,1310.00902985687,1623.82325800987,5750.69184113552,848.047648696069,2605.09543182132,961.579645471037,2501.60627904003,1296.25644214962,1365.90663854914,1189.08514457565,7411.42890636287,5267.75995457146,3663.36033766647,3127.24667087041,1337.67152903276,22558.66108246,1654.27277149355
PF3D7_0206200,10508.5373979064,3989.56323564978,14935.7589599852,6734.36754755181,2087.90738156697,13912.4424062459,2087.0770435803,58852.6249811833,37425.3759604405,23146.7173119606,78355.7577205298,75724.1267043609,13745.6959344507,4569.52139116594,2218.21265491915,5103.4203205514,41043.2582524078,5713.96464448952,4290.58097428584,130376.356906364,55189.7907084568,1605.11221052028,5828.35382528061,41554.8703788849,8611.01081929082,68912.9282494448,2386.86158607294,126954.448635842,764.725484939674,4619.17034348124,14586.4370291162,455867.106526659,145295.104721143,109954.92685969,2500.39389344472,10973.0647413855,217323.117767673,50703.1131255507,35873.7414039991,16578.039327337,120449.781002461,18985.6791950049,4161.83866315296,84156.943405304,90156.6449044223,60062.9367701693,24192.8034483788,38493.0307223696,8028.81629981957,8922.74460712384,919.172761907818,2176.63772299889,112452.239806222,1830.13011828902,1140.81513230856,1445.83488732903,5068.77647014654,8061.66357614296,130700.25734291,136545.426241946,99199.3663176904,3711.95767907808,22933.4004494634,1431.3823093625
PF3D7_0525800_IMC1g,2558.52007079331,3485.09511958624,1045.70331843991,2776.01514578726,1560.10544839462,7419.94273167976,1693.02982355802,1958.55118751602,10274.1575328202,3124.63779343471,4927.01788496638,3504.85068675663,6159.71248585938,3815.08992627789,2517.17104116018,3849.15733266927,4484.70359903669,3029.56648000946,5618.82751554069,1827.54320836942,921.604359214077,1991.85878010141,3275.80654627232,2186.6405701037,4195.58326792974,7056.49638833129,2072.34080220164,2222.11933123147,2406.8966056778,1870.47786294118,3023.39699047503,3533.65895799267,2687.46835151505,3530.1361536449,1771.87274055021,1524.17205522787,2073.88840096531,3223.60947470279,2570.48894565782,2796.7597944996,4720.03231071204,3001.03163939693,6031.10349238656,3078.81152367912,2541.48420099126,5936.7758314933,1682.69960650155,1633.73769671704,2667.0655421651,3672.47415164692,1610.22377152415,2335.74589700285,1288.98921599764,1987.05895318892,1617.74288609001,1766.48007705564,4198.90479702003,7134.74358313891,7441.07263969051,5918.16928412145,3836.4463381986898,2181.65901976943,30193.2703271779,2162.32722229944
PF3D7_0606800,1202.26283656795,662.293348418603,471.423713606093,642.716918729991,733.041515410593,1197.85839009746,798.51322692868,520.734561387714,1906.90953473759,2748.47265478127,1403.42581910806,830.939961293711,1743.57832962526,1781.08579041304,1585.39221629974,1224.4429875042,982.70626270424,1624.00200039124,860.327157168597,274.41240519862,542.212550257972,653.893231483735,2281.40300786844,769.587507814945,1921.88433604618,2535.30337990133,767.778127734507,505.428121069418,394.266222165933,863.765147885152,879.815250695589,742.631443408655,1716.14176268772,634.493703322882,1732.96930440777,509.71009495813,1273.35457770028,622.450011037341,710.803825194706,3241.99360637364,2801.84450877351,1457.69024852148,2557.3069909849,2056.43819067329,2291.11582693193,2668.7439592683,761.674749458958,737.363281833825,642.790019760551,2779.93079391027,583.433582206403,1426.8395443107,636.346617400811,870.369562526377,732.954752458094,1218.70845161357,1804.48778928264,3304.5110837058,3317.95275787386,2392.50605334047,952.855242755201,978.869128007322,11873.7613133464,809.26369125906206
PF3D7_0629500_SEG1,1010.09902319849,923.772213951128,1110.05333927869,1892.48922741962,1670.47162506864,1954.98985645379,1824.32364860325,1319.22939165519,3242.66908728343,2422.93416809141,1388.10535862899,1409.85475529722,1260.35914281453,2275.24381604437,1702.93961931644,2615.52730637345,1405.72095280324,2200.12514391191,1530.55937227687,602.658073412472,729.511922446433,905.151060823699,2425.60992936258,910.82639424042,1075.17185990409,5643.38994833365,1358.37872869187,1097.84888562132,614.661165913007,1789.36906501837,1120.98330864051,1105.71325866422,1534.37321576633,1743.67728382826,1313.46224472344,1375.64580976628,682.357416654223,1103.63170019708,1732.03201662572,926.509171933193,970.231447556631,1569.04114772226,4928.97421021631,1831.66540175976,3637.83975867583,2144.39349603882,1594.31021660933,1238.14492305686,1188.37436224139,1625.14165453937,884.573505616539,1841.15503769237,1721.13114505773,830.537804610324,1017.01082616872,2173.74128242553,1439.82472740948,2483.27477436049,3374.99882134384,3384.17668846778,882.631793751179,1410.98225425121,6432.29883955226,1161.58954525295
PF3D7_0629500_SEG2,6594.19619890733,13105.6819332161,2844.1103211725,7803.02182327715,2513.8928391499,21998.6318744773,3799.14692639709,4030.41068870674,21606.242677638,13060.2264102378,13037.6275025328,7177.50435126586,19156.3257778851,12220.4142211602,12692.0641258733,10430.2757456459,11337.5604417496,8370.56018755782,30232.5073543947,7556.50374007519,1843.0579927938,7772.39583154359,9088.27721038359,12009.7589628832,29863.5399813062,48908.7845165456,7076.35017324745,5524.93314829547,15128.1974573305,7154.67699148214,9508.41613259873,13703.7772302095,12114.6069098829,25962.3924359927,8298.12744665648,10453.2817656434,10058.0696306444,13079.5378915587,18351.2823776864,9482.80472707441,29006.0546926805,6441.30305259799,34428.4488749232,4853.8646649105,10086.1727126811,10313.1537135207,3117.02790416772,3719.49060977002,6775.52165523373,9830.78467648022,2587.3500624366998,7700.70368804228,2659.22614098597,2974.30018350271,2083.49934642049,3041.00850545005,18666.7052865598,12517.6012871877,12727.191908072,10342.9647606187,5098.23661725519,6312.73828435056,30489.2486722114,4818.03210155899
PF3D7_0730800_2,25194.908658132,45331.4123261715,16915.0985271041,61357.0583097756,16850.6665224427,143374.033891172,42487.3683270713,72689.678846433,68925.7197585157,80714.2102679596,59512.3329000721,66485.0772127974,87258.378064021,42970.9312438904,114118.046231563,38632.7456846525,107559.270888323,93913.5932825794,61524.5005289879,102741.672314004,31287.6440081648,35765.2710730081,107698.057634872,88549.3231391513,134797.972374187,115427.416723813,38497.5442800426,24519.1260754204,141758.325644339,73661.355792081,76151.0847312405,89083.5314106967,74772.7541488826,50051.9183879321,106970.128934473,50720.0071799911,100619.108488701,59709.4594250792,152129.127664234,106480.577458474,106756.615286721,34649.2194633994,105939.634622035,75566.1238404322,40964.5389285217,179453.598671498,48565.5323488293,24332.0392158076,36888.3930322921,73241.1891885213,16932.8045148462,42764.6928056386,46404.8946611025,18549.4508257497,15935.7734196266,28910.0332562015,40783.3926146231,40245.8509932669,111334.461490123,130749.835181897,49766.2149467404,39776.1024794495,116619.875117322,17651.9236599277
PF3D7_0830500,502.877634914975,1006.99578123362,781.113433532669,997.5527026592,627.401086465159,1374.4225611689,782.445190092674,502.501334450252,2262.11419561114,2102.77002822928,1398.01928715325,1013.98734077619,812.805994583047,1745.78817614678,856.355584213257,1431.8175699333,1157.769272194,1185.3432073235,916.044735605013,289.1881172335,626.169145836477,489.51624465384,1084.22442889189,534.915017001962,1793.58508043193,1177.62724363329,810.224306686196,360.687712242422,319.485502062154,704.41586913643,309.638181138342,782.201411206946,661.014141146643,774.589025921359,507.560911651422,382.333491467526,413.640132120325,446.862708650874,644.200671550451,743.305981188424,621.43086478838,1247.7638566706,2897.7456590896,1520.37886776663,900.510252835281,1455.70665364464,647.803395238788,854.899630268789,563.773216163154,1433.32353866931,516.205406434445,987.998265177369,675.626411651444,639.874435091148,527.747789929997,733.112300753882,830.831748015143,1754.08842898816,2174.72719824251,1711.18538844594,664.133045778338,437.021430896289,7969.80102460806,557.257127831478
