antigen,trav_1,trav_2,trav_3,trav_4,trav_5,trav_6,trav_7,trav_8,trav_9,trav_10,trav_11,trav_12,trav_13,trav_14,trav_15,trav_16,trav_17,trav_18,trav_19,trav_20,trav_21,trav_22,trav_23,trav_24,trav_25,trav_26,trav_27,trav_28,trav_29,trav_30,trav_31,trav_32,trav_33,trav_34,trav_35,trav_36,trav_37,trav_38,trav_39,trav_40,trav_41,trav_42,trav_43,trav_44,trav_45,trav_46,trav_47,trav_48,trav_49,trav_50,trav_51,trav_52,trav_53,trav_54,trav_55,trav_56,trav_57,trav_58,trav_59,trav_60,trav_61,trav_62,trav_63,trav_64
MSP1,13072.5590406816,232880.419368753,8899.31578668315,128398.006760069,2239.18193914555,187871.686055845,110789.014231106,4152.50816552096,12461.3633889847,297254.524132447,265531.936044279,3868.84498973942,731939.306213662,43932.0205360601,91768.2845761148,4458.69223454053,164159.44124896,37712.9908749423,59044.6773720491,4471.79494924222,9594.00176553752,22062.8384241572,500366.706277858,46167.5816330324,489912.177219818,444661.239250715,3913.6009533373,5724.54966245355,2009.78528917111,204219.156489766,429209.021725617,48501.2803946788,13274.7360057584,6382.95042739325,19567.1880514532,66362.6944579261,40612.0714910012,16069.0159170426,327771.182424689,430481.847132078,362255.647595471,11739.5052813337,116949.815425797,20799.8581783797,303850.145227903,5731.33435682433,124574.324494835,3973.89350529128,10900.3444559838,197310.929538818,1665.71809095076,248737.139399525,2630.67346356622,2589.11349014687,1882.0498392015,2573.91844421691,5453.01521927303,29425.5877284367,184098.938757792,383754.836647697,28421.6113976966,4674.10882698111,249000.213942083,6557.64105196359
MSP10,220377.862678729,110722.89679409,31991.7612016145,162348.535239195,7859.66016721929,217080.702800362,34898.4553861615,235148.443785603,86481.4557917081,179847.953674865,83462.4191358374,31262.9510143464,96153.8648475012,45203.765193585,299993.505714845,58039.2216259232,185098.922617095,44574.8204759144,305555.914763172,113801.243967932,43041.9029884355,62334.3170187683,247380.725730343,212024.594350108,315588.835606576,192976.067507061,59419.6401953921,122125.974451269,228559.915589104,56652.7013141023,197646.134233013,229469.400434962,190626.972124357,204466.582688922,42704.7576963672,88631.8525280386,175236.816863544,73249.9837784217,246665.768979317,193290.678304602,200565.447839659,28649.0571149566,111785.277557705,105392.265284408,202459.654583233,127400.598885566,193350.877618527,68428.726172299,40938.4551143013,190796.883538069,7708.36449959588,84547.0871914544,196236.758209967,15593.3241707874,7519.3603957207,12782.6289100262,181857.181349878,195864.26341678,192353.443025346,193393.475199477,26528.25584052,63534.1145992862,199010.824122097,88126.5066904811
MSP11,13804.4461009333,29196.2230981995,7559.59705552615,33324.916917611,4409.32714437637,105477.712343049,51900.3550507301,15902.2663260027,24969.9009673946,30027.6189563325,23322.6112664562,22120.4411776873,58870.3558882297,12257.6086260566,65497.992541947,14915.0275159023,25629.7292351867,14011.3207225953,18816.9680893383,43453.8867559909,9497.14864237611,13020.0075494623,35745.4665747976,37493.7086867185,79985.26504979,69400.7956211908,15906.9043963382,27263.1535796398,43477.6673543589,11349.9278304566,10875.9524727936,15979.9277686389,34252.0983782914,6523.17754271519,8712.83799532728,26327.8025081124,20566.9364295324,50688.8682225165,38214.5915214746,16434.9052697399,81087.727499178,11097.6035460039,54811.2774532136,29256.0556906058,37885.0240355861,35992.0110200441,32410.8093514778,14063.3125645614,6160.34863017297,48802.4402640813,4279.05421173802,39482.1955292042,26442.1537038184,5410.25784734518,4261.16642854392,5431.03306250156,71257.4146441196,18511.7671240955,25064.6843902083,26890.0611690791,9178.63013386602,19281.4948752803,96022.4100278966,27457.8097662886
MSP1_19,24142.6329630866,54274.4468532348,139048.933059619,35988.4168904565,13376.9627879311,141380.345758837,22482.4914126279,160401.811169631,52888.2973509399,47868.8385563788,42242.2448682207,80231.6835899675,61841.4957512934,47641.0980681153,20921.9780663494,26324.6451390981,48087.4247604127,26606.1338503356,63028.5249330076,104308.452761643,71353.6203062107,28060.350186097,22902.1166303064,74878.40478994,73228.5383935661,101034.407699562,19632.7392511246,49525.9732889497,10804.1505005313,27197.8387130336,73541.0077476253,109961.061371803,69959.3068613519,26864.8454323652,24559.1811475949,28097.1786768761,71913.5934729887,182830.384991504,155677.245669248,35261.0797299818,96779.4967977526,43920.2639006373,40982.9924004183,72633.0446160668,28970.5652516687,67652.7987707918,81285.2767090959,45633.0480233081,17473.8794767897,50635.2135026155,13674.3806150764,11917.5392044072,61327.367323963,21213.2188102478,14877.5854262619,14714.8509641402,70920.1020657218,22262.3458847424,103856.1468264,100958.552129789,29781.4562650876,25684.5505164493,126220.992317211,11461.0594122353
MSP1_Block2_3D7_full,1697.10039053345,26013.5299121114,1257.61789846587,45003.1967592132,712.151637005756,113597.860742488,8508.81287768461,1210.13937512437,4784.76899875998,7837.13554266837,9133.0973939699,3192.41293311604,6231.48049935129,1953.09170738016,2117.6775014835,4721.84550033253,109494.579178777,7767.8923461357,39961.4768086547,1113.20213160749,886.181290237059,2091.54915420086,48975.4966449162,1368.8025334321,2258.31835769854,104384.100356769,1879.25079248229,3168.39811350408,1574.96596286448,2999.70229322961,1932.66793933937,10393.7210968728,79505.8647016278,1693.09381854053,2046.61975995186,2049.9453639398,172953.691567419,14893.4156338463,129885.040262186,9757.86641976061,10566.1461432527,1385.57016344983,4915.04412678165,26645.4023568687,6937.91459416847,6432.52731667112,1413.94534982218,139736.36241674,1673.92679979868,1992.60652301131,3527.73739069936,2204.12203374762,1688.76650449653,1998.95401156113,2440.99367296684,2827.50968938351,2593.43126515966,23481.7652236214,11304.3390117006,10448.890114829701,8772.09732812474,4442.69514715269,113633.598316079,2000.68856839746
MSP1_Block2_3D7_repeat,11646.8506452124,9423.05175448335,7371.54407705476,23091.2916260377,3158.10681167748,73181.2847212056,18451.1051107518,3891.37632065098,19816.9353375755,12790.8990262381,11775.3439578057,10293.6591172542,26967.4909271528,7824.65322070016,7938.0690171902,8632.10016062323,12035.9805365818,8167.1717788249,26229.7271458281,5604.02591729189,2098.25439403267,8485.0167470802,14506.114619704,9784.10050220949,7865.77470404522,18645.6067067042,6423.59650963769,7702.74897239609,12609.1764257865,8785.08758371139,9544.20006906662,15487.4449598532,36812.5546930977,5721.1949556527,7567.53956712378,5563.22959486385,79335.5942708683,40081.9477763227,44588.3316170548,13681.0897397534,25031.2958633,6154.57574881382,6378.30767573446,5482.12404130178,14337.9254584548,10200.8117440575,3656.83875148084,17605.3743672101,3002.02901971227,3325.80593922642,4693.53608621633,5294.1278240969305,3100.93342454222,2986.79623038345,4371.82793482939,3792.79210919809,5364.45118820178,6613.77887462708,10286.6923009148,10137.5286392752,17235.0418726623,7679.61701069137,15901.2471034424,5369.62596441864
MSP1_Block2_K1_flank,7442.06517775093,22678.3791463015,4676.86233585045,53554.9636497565,3805.75828798553,31476.9000675306,5751.18403088766,5002.59084979522,16713.1589762721,13840.0792413458,13785.3223289265,12707.2361088699,24747.0037041789,6537.99829677882,8986.8028603074,14248.5543130718,50834.2936536967,9738.31106063153,49901.7919844691,5642.29389312016,2328.50853417845,7628.67976460384,53793.3531237363,6248.18330699605,9799.68778741172,57469.3187982189,7082.90416612467,9514.19447199155,8597.6155502243,5691.11980922559,6296.02449366506,6438.13583705381,61498.6648827356,6945.53977841179,9657.94703645668,5660.43571573481,23177.8325430079,32333.7264205836,88438.9137005516,17985.3700449862,18659.8498793717,4993.84289925226,13270.7054549906,36487.7678990053,9005.09184727527,17357.1299557142,4791.21970262088,6315.53677721668,3495.54160115068,6371.63347892764,3309.93636398923,6626.17424050538,2983.23651740632,5241.2358034636,3192.90168626591,3882.05005195138,6049.43582317193,12528.2166290343,15131.0032003844,14591.7963012993,6533.2038952555,6566.48299893983,61198.81025547,4276.24001136976
MSP1_Block2_MAD20_full,5136.70010793582,5130.91110969479,4649.61594362424,5951.77314408655,2692.08877654946,7125.34979534751,3561.39082454905,3417.16083121215,9960.99622815491,8028.94100836994,7267.10934137623,6241.55417030411,14831.9845623393,4277.98292634999,4411.04692284215,6392.58153228707,8126.47625657555,3897.65700358736,13663.802904837,2756.1969916494,1777.59941944219,4348.60863231694,7992.38162721417,3942.75821943793,5937.60941235849,11344.7607037417,4311.35130560212,3986.32601971106,10319.0191856856,3688.8987113081,4907.2131409637,6195.43443058965,4709.1041690216,3795.01526427524,5422.45068655267,3898.29164457682,5005.14450379721,8811.37976310399,7780.87645461185,9890.14608031226,11756.5492991917,3845.98902551731,7507.19769831681,5166.49062469672,11156.7913022327,15202.5677614139,3138.23102911645,3872.21242658525,3525.4727357003,4580.82529233556,2512.34651249615,4898.8248068089,2073.03625861885,3779.3134641747,2696.17396006936,2795.60748518085,5697.25952290737,8300.02437000329,8263.47712948169,8354.2256014891609,4727.10716058344,5081.57377965875,27525.3924385086,4955.54293773645
MSP1_Block2_MAD20_repeat,2396.05262541326,8552.02875709833,1577.00067918559,2642.47250510575,1073.73746853814,6382.12371222413,1530.14155942019,3035.26797304678,7547.64170538599,6215.16295990899,4646.37751403483,4290.16181885557,11877.7890306004,2918.72100434214,5537.85789535992,4299.16544067174,6343.99488615433,2619.2963013977,9426.22495164875,2335.35000849482,873.658812931489,3301.7609630142,26615.6450928018,2386.44177170574,70580.5759502155,8257.66654324078,2421.69913613253,5157.28540600861,3967.3640584394698,3388.40049242731,5035.9697019989,7521.92176984512,4949.17868781218,5019.76689690157,3344.15044636238,2717.5578253123,4011.44896896207,28103.6377683173,84493.6563239377,10130.8656711059,14366.7566444748,36039.8009880696,3609.59780128288,7960.98584897963,7472.12905739015,24377.4599950774,3459.66476328142,56964.6804743292,2171.9147514869,2156.98222630734,1107.24995915915,1560.4355102353,1048.29386526659,1768.0633869101,1233.52942300471,2135.61408481638,2329.76361159561,6149.21213262517,8326.69478296884,6273.02992266491,2797.60727939644,2827.08877301367,30652.7451472284,4917.49205117794
MSP1_Block2_PaloAlto_repeat,3260.68368835902,33569.7990315442,4262.65336264251,4632.75865423594,473.386025456849,86017.0472846165,75565.4777881103,1287.09577754274,3821.16454506378,5969.2013605788,7828.08831533132,3447.83398401066,6303.73010910495,1747.34936377517,1158.63044050047,2098.9165129387,6928.53928436181,1890.8589008724,7553.09862426555,1001.99992848457,1122.0634094239,1733.79566050116,26162.6585071726,1400.61135763267,2489.42925289659,6412.36441561621,1496.14049173908,2710.14216666805,54704.8880333454,2099.36998165667,1872.14927878174,2500.77658120445,16647.2477963794,1500.68394352897,2381.47869554108,1525.35648662163,150739.891631634,8768.99766047745,6313.96761050759,9437.81145868581,19141.6740734951,1052.72015318853,2017.36668330216,91133.3766498938,51668.5798346122,10642.9593476388,20977.8490367104,3365.02368194215,1874.12401783588,1373.6125388381,731.537986220963,1107.76569453576,1417.043853846,3880.74525149516,871.036455707985,1871.85486065399,12408.1849647548,9294.98455878335,7323.51738913111,6262.75335385976,2724.72187512164,2269.52108906937,17980.5819947239,3409.98878598672
MSP1_Block2_R033,11720.7025179472,191901.877993303,4178.5918214239,4312.37594914169,1898.39321852849,10889.7945805816,3395.07422708873,2274.59294664933,18925.6919543351,15776.1499839903,13679.2868130233,8545.44052589245,64111.5431539684,4709.32026035971,4846.6675433042,8723.7159617227,64786.5813205773,5122.48423999839,15739.3141084543,15908.1335839509,85536.0231173153,4210.33866038445,4632.12785235679,4788.33547947183,5143.43255592559,28354.7037938801,4560.27130396419,7285.32543227933,5804.82296120732,132280.128740385,4937.43422865398,3234.20920123633,65162.4869112091,55211.8797316784,4960.3150535064,4748.84710833215,3599.10542165568,11387.3999239793,4157.71850111551,96068.2619045568,10666.3994349313,2931.87878120064,89277.9209756302,6182.35454244793,99832.8364550322,11359.9943524458,191953.632486752,3122.3260070770302,15413.3503434225,5433.22987626923,1840.96372221461,2998.4248243868,1872.66730759338,2908.19497792249,1970.03667496737,3219.47317873378,3451.69767276287,7907.37781375842,11582.7929283745,10420.3933355756,3990.72175881094,4568.31704265068,98600.2420734718,3769.59193510338
MSP1_Block2_Wellcome_full,6748.27555507238,12528.8585134207,6578.48585256273,7148.67458175169,3167.41381280199,67096.4340579139,4581.86918223151,8034.38275181765,16662.7447783418,12589.5962711519,10006.0790457798,9383.06320712241,27224.5580901315,6517.31126585169,11255.871267405,10082.3096855913,30001.7767807664,6796.88831572506,19749.1423690492,5357.82433483731,2440.05254613238,6835.09207699257,55328.7005506743,5007.50273438969,97245.2080967552,18189.1947717079,5470.8465341856,15756.9262229344,8204.27494719057,3784.51558035045,9917.83593326958,23206.5446694559,13205.739808469,5856.66125891808,7122.76641111947,15234.7849245129,5731.0734267283,29445.3109645836,54747.2099965519,14503.6173146523,22355.7616963271,6538.62043648314,11065.8949704929,7314.03853266894,13311.0676139133,45168.081372323,10251.3836206383,121354.437593012,3380.36718231445,5294.03671958079,3429.64219712085,7551.75982550744,3366.0046094342,6379.22908695086,3750.56689079182,4044.62036406106,6236.07601431521,11288.1707859551,14111.2364189145,14766.4754100226,5968.43855553792,7112.01620822228,57142.7752733708,4828.2721922874
MSP1_Block2_Wellcome_repeat,3928.85412076624,9298.64219294501,3144.16403493325,3490.69158942336,1854.00013134664,16157.9622851394,3149.51952448504,5521.25635500603,11575.2448527878,10829.8625381622,5527.33835369723,6979.60586799275,18253.9689467501,3495.20630244963,6429.44799317118,7433.44755950581,7767.83261713133,4158.49693718779,14246.7226129879,4200.95056298352,1371.68463926273,4951.59482319546,24051.4828688826,3615.53024218522,71141.1468204939,11097.9281606392,3105.68572539417,12953.17562197,5214.89196177006,4940.50129549147,6146.2716769952,12451.1990851513,5989.31139731069,3589.13519359879,4997.40856944208,3960.75661706821,2978.24025020483,29029.0106143627,45827.868662765,11626.8610245743,11467.8568444774,10605.9317781794,3986.80617027325,3903.8668071843,9377.79140998287,27619.4707653271,4320.51142741995,79028.1081699748,2051.63210862231,1703.57192829454,1004.71357142004,3543.05216343122,1523.02091587598,2394.17787757513,1815.52692041013,3741.07464552927,2375.73485484,6769.72308166075,8779.33201427403,9160.65079930207,2611.85803977701,4790.24756324802,11527.4945539475,4961.40380511731
MSP2,13697.69280062,142689.162550908,1921.25865872366,21404.8941422528,1909.01277506176,63092.120948906,29353.0285654873,60939.1502563193,114892.626034127,157925.931863182,16965.178275366,14370.9546668396,22579.323513991,8461.91468740361,14281.9634883736,11956.6417168945,157013.397154004,41550.6367363966,93636.5023300519,113348.479582947,2336.58184676188,9996.18419492576,265572.824599322,146380.289813941,19755.6838952988,169506.725662762,10323.6765129713,8662.65331725168,108731.102055922,174603.710099574,223000.710790514,7893.60503962779,173868.194022293,26882.1864734634,25808.3062393663,73602.1008379133,10965.2510499175,17637.1727965371,261029.202809802,117872.73468542,149334.210673085,40864.7351107806,39596.5085019143,14652.7391847824,28970.6237524388,27571.7670568615,345101.011112278,57055.3185150972,63624.3505059321,169100.894877952,1542.74937273872,63521.1815327387,4982.6243118164,2088.88889026705,1747.44045089751,3327.53012480072,309784.379608935,23112.9835795693,28914.8081155077,23221.313550047,3823.73226728542,9340.71904035123,78663.3478947438,301452.545092245
MSP2_CH15019DBL2,48390.5054846653,153510.631796904,1950.04256216042,33954.8155999355,845.924202988624,99886.4242260394,4908.03859676463,6009.40875753785,56529.5307597345,214545.563216805,3938.31010791596,12828.8267476214,52053.8848779563,2578.45477157753,19937.7719486786,1585.36665143091,278880.019397741,28218.28995116,121549.178716186,65657.8083607448,1800.05454855813,267682.583375648,492987.360137011,148157.026900427,127516.694701298,316095.367211762,5760.51793830768,3587.9000769885,188566.886371611,326160.788654746,1509632.26951538,1573.81690977895,509674.627965707,1494.4676604999,13164.7552888267,39183.015816876,19036.4594160448,37280.5382163093,773326.881788101,132350.658935781,258911.564738045,67567.872575858,38094.5953185685,11371.0280986127,331025.202724712,4452.28652357747,20173.5957447345,9303.66653943877,59113.3414221174,141703.500614503,959.492568105893,64682.2692562769,6664.31550924988,1340.60001475339,1081.14080812124,2093.28242154807,80741.2302712168,13763.1151663956,15118.5314443833,23722.4830163928,982.364275391203,5032.67141913985,682481.554750297,1212159.79275761
MSP2_CHO,245565.397417204,144357.402234938,5869.48738036135,124319.667569649,1585.07791785554,224446.89074721,22840.5329407197,21297.1688718568,84219.951541087,209430.83362456,19329.5786051384,40084.7043133752,105243.331888165,34066.864398466,187810.247925729,30793.7880860107,210844.936091241,70265.0166955219,219363.269792949,113050.208301593,2830.14262922561,193763.746071073,299136.913604216,173401.056494088,209354.673958169,223216.24523692,32812.3157662753,16909.2327008469,141835.205569179,191608.696497355,426515.462324148,5249.0680219128,202339.595646505,10115.9951865396,154461.498879204,74893.7589451417,68909.7293992173,130715.468756677,347789.522317669,208360.625167647,201451.129575774,125030.689061794,181408.102892122,37560.6474937509,206386.830978455,21633.9082021593,102203.629222965,49724.0429541518,113102.055152231,136996.191473485,3348.13835866281,92173.9412599791,20488.9630460302,2680.21307466905,1986.48132013148,7566.04599787141,95861.3540677322,42653.3378136201,61244.9630469321,84258.6097286325,3864.80150766888,33939.032777198,349185.247251028,333898.014586656
MSP2_DD2,244781.32677055,201504.077627469,16711.020418017,5542.48698256351,2040.44915307435,249000.004137331,2467.18594177266,34407.076158785,16354.2167511643,169471.930406439,12324.1121350691,55921.7075399289,117513.957930012,63735.8149199482,285434.440911594,12987.5527910562,34325.9828665113,20806.6184202727,147678.080322531,35178.9993991192,15913.1230549118,17150.7852782288,134386.231470887,30540.0555057288,249099.386838291,232019.876565131,18921.770156805,34182.4830436155,73844.8154860071,10594.9347301291,25483.653907914,59006.8258843904,86610.768491612,80962.8864553014,167219.592746498,49272.5672475019,135565.284801932,49542.492410459,234583.624854616,194065.496755471,33610.52235326,11818.7961067555,156251.570540542,5906.51422393551,17536.3829708803,302950.203166967,19682.1246119887,2621.07844653221,6568.27521927252,20427.145344808,2429.60104351703,114561.032044877,93925.5887683312,3066.5700873916,2930.6520386366,10541.3047710442,134553.388895219,184326.186445819,175994.920627982,182238.647084798,43325.8954429279,34393.8978098206,197284.830782914,103323.775908055
MSP3,12258.7274225749,40809.5301673266,26010.2382318364,14920.8017964476,4791.06265047074,233854.308396272,8332.9426151242,25170.0323830945,28238.2437550838,18747.2416018126,21884.9505038773,4651.96401304024,39831.1035409396,14668.9177212418,9842.78102550572,15905.5870156592,25007.1377649054,13463.0777409194,10326.6624716624,9887.56678889096,6864.98418331457,6852.56780593315,102298.284167663,16178.5847064817,30172.0843991233,121805.972236806,7027.52948486323,51435.3966602189,6203.44939093296,9520.24242490149,75569.2301065386,8840.11873056094,73008.9120977358,10301.6512967787,7385.50661695954,6766.14548955897,20664.0767327548,20665.2229762747,141251.334740187,27285.2710094066,39772.9941840354,26485.3619045509,25025.6753340016,13569.2625533588,11397.8808377755,204964.652572499,17031.1231931951,3254.6967325701,11227.3175528985,36084.7648897282,4084.23487953445,7629.12035891258,5368.23557182584,4856.20496574316,3971.49654268526,5399.36521153555,53635.1782446981,16749.3653769563,47555.393890495,42124.872658982,9226.08543635708,8293.36937604853,140764.050584798,18446.8872402674
MSP3.5,2278.83700438604,16936.4464521154,5380.70798878509,2342.91651427224,1853.97393366752,26432.1281830883,3886.98571363688,3544.18193675872,8531.10721140619,10421.11941508,7570.62134953221,2905.43374729975,10131.6927347518,4185.2270710734,2790.62250944138,3832.4300549161,4867.70573777102,4478.04239214612,7736.61118864524,2477.62913534528,959.972813439007,2903.32547018847,19279.8495907473,3218.93514512928,10431.2262015423,25453.937080408,3009.30158240888,16935.3911959797,1101.96774489741,4874.02751177199,3451.50875852901,3225.67495430863,3340.23287584165,1184.66783408265,3648.39443496174,1298.52393275085,1610.48958040707,8205.57121159455,3417.8576032189,7332.3430029277,17621.4062364725,4672.57141505909,18959.5985468149,7243.89969895447,22542.3706541703,13798.4998894096,15905.3390942677,2516.15043284964,4306.29957530723,81787.8228878899,2635.77837809732,9497.10452597104,2957.40299503051,2933.43961881328,2422.83616912449,4632.53258726712,5476.7701173753,13498.548131893,16575.1735231336,13088.4298988407,7794.61622722992,3358.84442679853,45058.1060407795,4475.08355478625
MSP3.6,12588.2229229631,18965.9951870084,1044.11451282194,1377.12175605039,1461.7501901004,12714.7492516134,1356.24434796055,1088.96497340883,4496.96331974235,3234.99462025226,3174.2029887162,2265.2029650717,7182.94006677622,2475.98833775153,2162.24167718428,2879.0939953659,3726.07326573803,5262.48240751908,2570.3780122031,1055.6913085591,1068.87276324815,1812.89383612683,8689.33527192206,2391.76265580585,5079.22222755623,6693.72992256963,1595.7314847346,2015.29151927944,869.518198352866,5526.86828349755,9844.06367943862,1742.54117421947,4239.86224350653,897.32195288959,9712.03009380647,1159.70068007491,1528.16728646859,2303.65640649043,8935.8699877939,2451.32515702682,8715.85715846821,3501.86820601641,11285.0370354631,5312.00650703465,8265.40623031985,3915.55317731888,1236.54974095351,1121.15801817162,2629.195620908,8872.02563170594,1113.94149823122,4340.46975720424,1386.90016719759,2898.40234847883,1971.95507688796,1652.31829581865,2737.29536892331,6609.50786406898,5730.83897647322,3945.64662184192,2495.68471980483,2629.20986145877,29506.3412452767,1877.53399214766
MSP3_3D7,6934.8502633168,16552.3836006895,7316.43455624942,4238.36822929187,1271.71898112252,155400.280914185,3611.04716048825,38828.2560588048,4532.46754624005,7694.7651958657,3448.74235032858,53664.574963129,9770.99676789904,6005.78941803749,6715.33757346999,4042.17450085228,13903.1456590922,5548.67740908677,11160.6566336415,84598.3378950248,11965.1504552392,2320.182347865,6433.69323385424,31384.6898088367,19456.2640813755,67258.0479287338,1290.72476922924,4550.0447004642,2047.54652054593,4377.67629496711,42992.2870422639,32647.5460196979,51766.1661364375,2590.80292866778,5640.00949460194,4987.10628186338,18182.4685986099,45132.3728717977,103934.978754947,6103.77782281733,89901.7905647196,7271.24360415345,5312.30197575825,18489.2708456876,2548.76283036199,6340.76113874539,21795.3917970138,5985.96756852376,5610.64696896036,5969.776237251,1248.34236038465,832.615491023769,20792.5812759311,2037.55672082678,1824.74964649177,1836.00514291829,10721.5675819014,2293.60829862848,12777.6540280442,16963.0368449745,7830.41202379188,2257.37758011151,38122.4986711111,2114.0102577461
MSP3_K1,551.224089498154,270.205069690635,830.983736713085,454.097156590068,568.664443928688,4611.05652309228,508.872243706493,2307.6167291518,491.818916135051,988.845467266128,754.703305805154,1230.35403621711,290.226053724187,1005.08460086975,570.442957367956,430.214906056905,996.538367529649,926.478353876677,310.234894381609,9083.2351005135,448.461578666701,494.009461177149,930.670401755242,2131.60297072527,441.742664111442,1176.42343390593,440.302896399574,438.927557095821,189.220862705176,361.392632958907,1396.88434064443,2484.95477546911,2093.13395702554,185.119867756016,299.36931198614,560.275109599867,1820.65660420467,1680.13689221167,1575.33937337781,722.96318160395106,1630.73015339698,1311.16936369168,1469.28857182925,2614.18107470963,689.473211077878,882.519028014151,3533.5729711513,953.991726592551,1610.53145339435,741.149629568489,480.978499989647,525.683989347477,2137.97773825563,1133.03839109792,731.219231731543,742.427532192547,504.511849938229,1339.03019216265,1734.74118220279,1423.05697087338,1301.52155807725,686.498577388205,3172.58474466519,402.145060867995
MSP4,50007.0660185463,119248.717171975,4219.105242126,50743.8775988286,4197.30354288469,286509.488158522,4185.71693850936,6562.51647354453,27029.6543070639,72025.6812542011,30235.4653879639,5933.38339590214,211348.875942132,14417.317855358,392898.987801142,24746.5764021704,47711.6740317029,26231.1688230251,76398.0176617397,9540.6382127636,7360.90690183867,11249.6319155221,271996.374363827,253399.81041574,267750.913584593,206645.042686046,31164.6065059861,18114.1969519,82026.7007348993,14451.1883197084,288370.507003377,14726.5689476863,113920.445974285,206664.505316321,28814.2948239685,117632.222572082,13394.8354221445,16417.0916647088,316004.146177903,198744.37544879,218689.455204568,9814.14528330314,302537.763214487,26996.787257306,249095.804035573,14069.0235717311,64429.3363072723,5498.51602514901,7720.85618319472,362075.941926507,4260.90819626981,105365.276145239,43212.9317700626,6188.39460369186,4142.28236529864,5235.91027427813,149402.608035707,105844.296509794,37442.131834325,33787.0862463343,9106.21866611164,10336.1851257257,353110.253064758,167935.141884517
MSP5,17639.4850998079,37418.9660544223,28270.6512723752,17851.7804489899,10919.643852362,72636.8642375455,9378.04566671408,7676.93775181166,33758.5622083777,16917.7329414992,16564.1461433279,9024.14262939203,80056.516145793,10927.6151490148,116986.062716802,12898.7472316073,38775.6247816528,27221.260355426,31003.5038981728,36343.5928122445,4780.65099320475,8540.2630437299,11916.443477642,101323.074714854,19148.5922177566,62945.1091126274,7987.75120715254,43371.3827127251,21906.9068270837,5103.11487682428,43503.7748289669,9538.79031106645,53512.1766674701,8951.43398837416,4762.62124342882,25251.3116171406,9591.27485691088,23427.8406936881,30161.7960212573,66102.2676880443,83681.5107100672,7486.95802360612,41130.9697036553,11212.9280626143,13614.6628748204,22116.2316104599,35953.4636646426,8414.62453188861,24089.0572629141,85249.6733719447,4654.73017785911,14319.0738230759,6442.07046647066,9443.66976387092,4571.2650735185,7314.45134683648,65513.0195163831,14437.4985315571,22699.1133498028,19610.3935205873,7155.86985894349,9447.92540254807,57549.6260231454,21478.3737990167
MSP6,4576.34715723656,9849.22576678172,1221.58975970326,5916.78438786594,1761.28921846077,58860.9071159532,2530.30098289592,12385.3782953394,13968.0177616333,8800.44120563746,15639.365051102,2450.74544785539,29355.3115610585,4294.54168538758,6164.84636961106,4611.79891703371,5338.2138818434,4199.39360219169,4756.60384678177,7538.56425618765,16281.143419157,2135.38936115716,13635.6126388658,3891.51557853881,6704.5275482056,48678.6689792745,2334.81134176351,2555.0014268163,2789.55739782656,3091.89218385459,26827.9112151913,3908.96544626741,12481.5575021759,2413.20058446788,2844.85881017462,1857.69030441659,4574.88318035232,7794.14582195479,6527.18426521807,3257.69177098918,23183.0269207028,3224.56129197538,8599.51937736686,7150.35002515685,3749.66069346155,19884.6411340894,3365.11677574863,2076.19874183224,2100.46579871878,11106.2632840913,1421.75483382213,2965.23451979861,1953.79233274314,2243.90017370087,1426.18207947351,3052.02506335532,13772.0795064322,9311.62297904645,11306.8871970868,9724.48801078171,4337.59703330058,2274.15272753701,27040.0585223765,3175.30361275059
MSP7,34621.7736980403,334964.364913875,7379.63414323217,15148.4126660001,2427.52084674089,34277.6944548404,3430.25038131124,3573.62554310154,10613.7576500693,11453.3796473466,9336.11720256138,3945.77572760915,94889.3350223089,8650.70730454167,54352.896499605,5968.44908138378,9229.33090666872,7131.31297070391,16494.2902774235,1673.07907480674,2209.18207169099,3580.52566179077,23407.4050141828,3044.92337422457,7428.30636887731,131374.277662781,2803.59249541088,6159.89726927376,3565.58172000152,6507.43078144928,90173.6354308643,2893.88637565274,13389.7162036695,10843.203636044,6301.92296901453,1858.0590079941,65983.6393951574,12051.4733411183,246190.95103287,119433.695961654,124469.046586379,9550.10926887885,23656.1487852852,13100.961990607,43009.4577587923,6874.04994424125,6438.59323583876,8229.89410615315,5241.62744105384,42795.0098798635,2143.81759794871,8044.66985900363,2685.76410398784,2897.36687625643,2097.634061779,3869.84628481982,36889.8717071431,13530.1806172242,15311.4791043039,11821.5680296871,9577.72234171576,2974.00354575771,51243.0570714387,2599.16041687562
